id,status_group
8137,functional
43601,functional
9319,functional
69911,functional
31207,functional
63361,functional
71374,non functional
54973,functional
48163,functional
71973,non functional
51439,functional
52782,functional
12959,functional
38668,functional
10979,functional
64950,functional
36621,non functional
15807,non functional
37330,functional
73835,non functional
67343,non functional
29916,non functional
17905,functional
42447,functional
50185,non functional
9162,non functional
19890,functional
11575,functional
59419,functional
69404,non functional
31911,functional
40648,functional
55201,non functional
8570,functional
64569,functional
24365,non functional
2996,functional
24334,functional
59601,functional
69520,functional
20315,functional
67463,functional
38153,functional
41212,functional
67490,functional
53715,non functional
18178,functional
58794,functional
19739,functional needs repair
39803,functional
48102,functional needs repair
39684,non functional
10727,functional needs repair
18283,functional
25877,non functional
27210,functional
58232,non functional
34247,non functional
15264,non functional
30709,non functional
66287,functional
37207,functional
11901,functional
39802,non functional
26220,non functional
37276,functional
18788,functional
13114,functional
8091,functional needs repair
10392,functional
61142,non functional
1615,non functional
16454,functional
36537,functional
10406,functional
59448,functional
11234,non functional
27423,functional
20239,non functional
6434,non functional
11996,non functional
24551,non functional
65794,functional
42663,non functional
25179,non functional
12943,functional
54902,functional
46631,non functional
1515,functional
29514,functional
65939,non functional
39660,functional
7344,functional
68469,non functional
1454,functional
3884,functional
16965,non functional
31446,functional
46158,non functional
51109,functional
1022,non functional
10209,functional
14194,functional
67662,functional
60452,functional
15437,functional
38228,functional
73406,functional
28919,functional
32140,functional
21884,functional
70220,functional
5623,functional
54023,functional
10005,functional
53093,non functional
67905,non functional
38571,functional
21949,functional
52984,functional
17458,non functional
39035,functional
41855,non functional
41602,non functional
44666,non functional
72537,functional
13926,functional
23087,functional
42036,non functional
22328,functional
63349,functional
69672,non functional
63117,functional
14391,functional
66065,non functional
63150,non functional
31357,functional
26568,functional
63060,non functional
67950,functional
51909,functional
151,functional
62405,functional
2914,functional
60271,functional
21542,functional needs repair
46643,non functional
56775,non functional
36035,functional
1513,functional
56779,functional needs repair
71382,non functional
72768,functional
57304,functional
55446,functional
69312,functional
49276,functional
34143,non functional
24607,functional
70064,functional
61435,functional
26015,functional
50031,non functional
49698,non functional
62056,non functional
51256,functional
51670,functional
39065,functional
11187,non functional
21233,functional
37954,functional
37076,functional
11904,functional
60889,functional
27984,non functional
41680,non functional
38309,functional
55218,non functional
31292,functional
27707,functional
61245,functional
65758,functional
56687,functional
13010,functional
63321,functional
68473,functional
49352,functional
36241,functional
6999,non functional
11043,functional
2253,non functional
19020,functional
27370,functional
43216,functional
16915,non functional
1194,functional
44520,functional
27915,non functional
36764,functional
9515,functional
2359,functional
37378,functional
45618,functional
10904,non functional
28640,functional
15336,functional
44470,functional
14407,functional
48951,functional
37042,functional
1730,functional
18802,functional needs repair
24026,functional
24133,functional
30552,non functional
27881,functional
437,non functional
74076,functional
73343,non functional
66004,non functional
12910,non functional
66745,functional
12321,non functional
58702,functional
47325,functional
1002,non functional
67344,functional
19719,functional
13805,functional
17761,functional
70063,functional
23900,functional
29863,functional
70406,functional needs repair
25000,functional
49159,functional
41163,functional
58506,functional
46604,functional
24569,functional
36019,non functional
64546,functional
10652,non functional
47159,functional
57514,functional
5251,functional
45873,non functional
19302,functional
32797,functional
37873,non functional
